version,metric,metric_name,rate,percentage,count,total
gate_30,retention_1,Day-1 Retention,0.4481879194630872,44.81879194630872,20034,44700
gate_30,retention_7,Day-7 Retention,0.19020134228187918,19.020134228187917,8502,44700
gate_40,retention_1,Day-1 Retention,0.44228274967574577,44.22827496757458,20119,45489
gate_40,retention_7,Day-7 Retention,0.18200004396667327,18.200004396667328,8279,45489
