version,n,sum_gamerounds_mean,sum_gamerounds_std,retention_1_mean,retention_1_std,retention_7_mean,retention_7_std
gate_30,44700,52.45626398210291,256.7164231160407,0.4481879194630872,0.49731382568719823,0.19020134228187918,0.39246431366166157
gate_40,45489,51.29877552814966,103.29441621652809,0.44228274967574577,0.49666300620813597,0.18200004396667327,0.3858488056565556
